name,year,selling_price,km_driven,fuel,transmission
Hyundai EON Era Plus,2014,250000,20000,Petrol,Manual
Hyundai Santro Xing GL Plus,2013,187000,120000,Petrol,Manual
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Automatic
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic
Tata Safari Storme EX,2015,503000,110000,Diesel,Manual
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic
Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual
Honda Jazz VX,2016,550000,56494,Petrol,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic
Toyota Etios VX,2017,625000,25538,Petrol,Manual
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic
Maruti Swift VDI,2013,335000,90000,Diesel,Manual
Maruti Swift Dzire VXI,2016,488000,80000,Petrol,Manual
Maruti SX4 Zxi with Leather BSIII,2008,111000,110000,Petrol,Manual
Maruti Ciaz VDi Plus,2015,600000,70000,Diesel,Manual
Maruti Swift VXI,2020,570000,5000,Petrol,Manual
Hyundai Santro Xing XS,2007,110000,75000,Petrol,Manual
Maruti Swift ZXI,2014,434999,50000,Petrol,Manual
Hyundai EON Era Plus,2014,229999,70000,Petrol,Manual
Nissan Terrano XL Plus 85 PS,2014,490000,90000,Diesel,Manual
Maruti Swift Dzire VXi,2011,300000,100000,Petrol,Manual
Chevrolet Beat LT,2017,350000,90000,Petrol,Manual
Honda WR-V i-VTEC VX,2019,580000,35000,Petrol,Manual
Tata Indigo CS eLX BS IV,2017,385000,155000,Diesel,Manual
Hyundai Santro Magna,2019,434999,19500,Petrol,Manual
Toyota Fortuner 2.8 4WD MT BSIV,2018,3200000,50000,Diesel,Manual
Hyundai i20 Asta Option 1.2,2015,495000,30000,Petrol,Manual
Hyundai i20 Asta Option 1.4 CRDi,2016,575000,53000,Diesel,Manual
Tata Indigo CS LX (TDI) BS-III,2013,200000,120000,Diesel,Manual
Mahindra Verito 1.5 D2 BSIV,2012,140000,120000,Diesel,Manual
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,300000,64000,Diesel,Manual
Chevrolet Sail 1.2 LS ABS,2015,350000,50000,Petrol,Manual
Tata Indigo CS LX (TDI) BS-III,2015,250000,80000,Diesel,Manual
Tata Manza Club Class Quadrajet90 VX,2013,280000,80000,Diesel,Manual
Hyundai Xcent 1.2 VTVT S,2017,600000,5000,Petrol,Manual
Hyundai Verna 1.6 VTVT S Option,2015,700000,25000,Petrol,Manual
Honda City i DTec V,2014,560000,72000,Diesel,Manual
Maruti Swift VDI BSIV W ABS,2016,565000,72000,Diesel,Manual
Renault Lodgy World Edition 110PS,2017,880000,65000,Diesel,Manual
Mahindra Bolero DI AC BSIII,2005,250000,80000,Diesel,Manual
Mahindra Bolero 2011-2019 Plus AC,2016,550000,120000,Diesel,Manual
Hyundai Xcent 1.2 CRDi E,2018,530000,60000,Diesel,Manual
Mahindra XUV500 W6 2WD,2013,750000,110000,Diesel,Manual
Maruti Alto 800 LXI,2017,310000,35000,Petrol,Manual
Maruti Ertiga ZDI,2014,620000,130000,Diesel,Manual
Maruti Swift VDI,2013,400000,188000,Diesel,Manual
Tata Indica V2 DLX,2008,67000,80000,Diesel,Manual
Ford Figo 1.5D Titanium MT,2015,480000,80000,Diesel,Manual
Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,110000,48676,Petrol,Manual
Hyundai Santro Xing XL eRLX Euro II,2006,105000,60000,Petrol,Manual
Datsun GO Plus Anniversary Edition,2018,475000,40000,Petrol,Manual
Toyota Etios Liva GD,2012,275000,120000,Diesel,Manual
Tata Indica DLX,2003,40000,70000,Diesel,Manual
Maruti Alto 800 VXI,2018,300000,15000,Petrol,Manual
Maruti Alto LXi,2007,100000,70000,Petrol,Manual
Tata Indica Vista Terra TDI BSIII,2011,70000,80000,Diesel,Manual
Ford EcoSport 1.5 TDCi Titanium BSIV,2017,900000,60000,Diesel,Manual
Toyota Etios 1.4 VXD,2017,650000,120000,Diesel,Manual
Hyundai Santro DX,2003,55000,120000,Petrol,Manual
Maruti Zen LXI,2000,50000,180000,Petrol,Manual
Hyundai Grand i10 Asta,2016,550000,70000,Petrol,Manual
Renault Duster 85PS Diesel RxL Optional,2013,475000,250000,Diesel,Manual
Hyundai Santro Era,2019,425000,15000,Petrol,Manual
Maruti Ciaz ZDi Plus SHVS,2017,900000,65000,Diesel,Manual
Hyundai i20 Sportz 1.2,2015,516000,90000,Petrol,Manual
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2011,150000,70000,Petrol,Manual
Maruti Wagon R LXI BS IV,2016,400000,30000,Petrol,Manual
Mahindra Scorpio S4 Plus,2016,800000,79500,Diesel,Manual
Hyundai Santro Xing XS,2007,165000,90000,Petrol,Manual
Nissan Terrano XL 85 PS,2015,1000000,110000,Diesel,Manual
Maruti Swift Dzire VDI,2015,440000,110000,Diesel,Manual
Hyundai Verna 1.6 SX CRDi (O),2011,390000,153000,Diesel,Manual
Ford Fiesta 1.4 Duratec ZXI,2008,136000,200185,Petrol,Manual
Maruti Swift Dzire ZDI,2013,475000,149000,Diesel,Manual
Ford Figo 1.5D Titanium MT,2016,515000,100000,Diesel,Manual
Tata Venture EX 7 Str,2012,175000,90000,Diesel,Manual
Maruti SX4 ZDI Leather,2012,380000,80000,Diesel,Manual
Toyota Etios Liva GD SP,2012,405000,150000,Diesel,Manual
Maruti Ignis 1.2 Delta BSIV,2018,535000,12000,Petrol,Manual
Hyundai i10 Magna,2011,215000,40000,Petrol,Manual
Maruti Zen LXI,1997,70000,100000,Petrol,Manual
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,445000,27000,Petrol,Manual
Maruti Wagon R VXI BS IV,2015,335000,120000,Petrol,Manual
Mahindra Bolero 2011-2019 ZLX,2015,600000,80000,Diesel,Manual
Maruti Eeco 5 Seater AC BSIV,2014,300000,49025,Petrol,Manual
Tata Nano Twist XE,2015,110000,15000,Petrol,Manual
Maruti Alto K10 LXI,2014,240000,90000,Petrol,Manual
Tata Tiago 1.2 Revotron XE,2016,300000,90000,Petrol,Manual
BMW 7 Series 730Ld,2010,2000000,90000,Diesel,Automatic
Tata Indica V2 DLE BSII,2007,50000,80000,Diesel,Manual
Chevrolet Tavera B1-10 seats BSII,2009,295000,195000,Diesel,Manual
Mahindra Scorpio 2.6 CRDe,2006,310000,90000,Diesel,Manual
Maruti 800 AC,1997,29999,80000,Petrol,Manual
Honda City i VTEC VX Option BL,2016,925000,22000,Petrol,Manual
Maruti Vitara Brezza LDi Option,2016,640000,70000,Diesel,Manual
Maruti Swift Dzire 1.2 Vxi BSIV,2012,350000,35000,Petrol,Manual
Maruti Swift Dzire VXI,2013,385000,120000,Petrol,Manual
Maruti Swift Dzire VDI,2013,409999,100000,Diesel,Manual
Mahindra XUV500 AT W10 AWD,2016,1300000,40000,Diesel,Automatic
Ford Fiesta 1.6 Duratec EXI,2009,210000,60000,Petrol,Manual
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,300000,110000,Diesel,Manual
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2008,450000,112000,Diesel,Manual
Ford Figo Diesel ZXI,2011,170000,70000,Diesel,Manual
Honda City i DTEC VX,2014,650000,140000,Diesel,Manual
Maruti Esteem AX,1997,125000,94000,Petrol,Automatic
Maruti Alto LXi,2012,145000,70000,Petrol,Manual
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,681000,27000,Diesel,Manual
Honda City i DTEC VX,2015,635000,173000,Diesel,Manual
Maruti Alto LXi BSIII,2010,140000,80000,Petrol,Manual
Honda City i DTec VX,2016,750000,86000,Diesel,Manual
Honda City i DTEC V,2015,611000,80000,Diesel,Manual
Maruti Alto LXi,2007,110000,120000,Petrol,Manual
Maruti Wagon R AX BSIII,2006,100000,100000,Petrol,Automatic
Tata Indica Vista Quadrajet VX Tech,2014,225000,120000,Diesel,Manual
Hyundai Verna Transform CRDi VGT SX ABS,2010,250000,190000,Diesel,Manual
Mahindra Scorpio EX,2011,385000,120000,Diesel,Manual
Maruti Alto LXi,2012,135000,70000,Petrol,Manual
Maruti Alto LX,2006,65000,100000,Petrol,Manual
Maruti Alto K10 VXI,2016,260000,120000,Petrol,Manual
Maruti Swift Dzire VDI,2014,465000,120000,Diesel,Manual
Maruti Swift 1.3 VXi,2007,150000,80000,Petrol,Manual
Mahindra KUV 100 mFALCON G80 K8 Dual Tone,2017,430000,20000,Petrol,Manual
Hyundai i20 Asta,2009,200000,81000,Petrol,Manual
Chevrolet Beat LS,2011,125000,90000,Petrol,Manual
Maruti 800 Std,2001,45000,60000,Petrol,Manual
Chevrolet Beat LS,2012,124000,40000,Petrol,Manual
Tata Indica GLS BS IV,2007,80000,80000,Petrol,Manual
Maruti Ertiga VXI CNG Limited Edition,2014,545000,35000,CNG,Manual
Maruti Ertiga ZDI Plus,2019,1050000,20000,Diesel,Manual
Chevrolet Sail 1.2 LS,2015,200000,50000,Petrol,Manual
Mahindra XUV500 AT W10 FWD,2015,1100000,77000,Diesel,Automatic
Mahindra XUV500 W6 2WD,2014,750000,50000,Diesel,Manual
Tata Tiago 1.2 Revotron XZ,2016,425000,13500,Petrol,Manual
Maruti Alto 800 LXI Optional,2016,300000,38000,Petrol,Manual
Maruti Ertiga ZDI Plus,2019,1200000,14000,Diesel,Manual
Honda Civic 1.8 V MT,2009,240000,70000,Petrol,Manual
Mahindra KUV 100 mFALCON D75 K8,2016,450000,55000,Diesel,Manual
Maruti Wagon R LXI,2006,80000,150000,Petrol,Manual
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,160000,Diesel,Manual
Chevrolet Sail Hatchback Diesel Base,2013,295000,50000,Diesel,Manual
Tata Indigo CS LE (TDI) BS-III,2008,100000,120000,Diesel,Manual
Hyundai Verna 1.6 SX,2013,700000,76460,Diesel,Manual
Ford Figo Diesel Titanium,2011,180000,125000,Diesel,Manual
Mahindra Verito 1.5 D2 BSIII,2012,225000,110000,Diesel,Manual
Hyundai EON Era Plus,2017,310000,25000,Petrol,Manual
Honda City i DTEC SV,2015,625000,30000,Diesel,Manual
Hyundai i10 Magna LPG,2013,275000,70000,LPG,Manual
Hyundai i10 Era,2013,245000,110000,Petrol,Manual
Maruti Zen Estilo VXI BSIV,2010,160000,200000,Petrol,Manual
Hyundai EON Era Plus,2014,250000,80000,Petrol,Manual
Honda Amaze E i-Dtech,2014,450000,76000,Diesel,Manual
Tata Indica V2 DLS,2007,85000,150000,Diesel,Manual
Toyota Innova Crysta 2.4 VX MT BSIV,2018,1938000,35000,Diesel,Manual
Hyundai i20 2015-2017 Magna 1.2,2016,550000,40000,Petrol,Manual
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2015,551000,110000,Diesel,Manual
Hyundai Xcent 1.2 VTVT E,2019,500000,60000,Petrol,Manual
Honda Amaze S i-VTEC,2018,585000,15000,Petrol,Manual
Hyundai Accent Executive,2013,172000,120000,Petrol,Manual
Hyundai Verna 1.6 SX,2012,360000,100000,Diesel,Manual
Tata Tiago 1.05 Revotorq XT Option,2017,350000,24000,Diesel,Manual
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2018,700000,53000,Diesel,Manual
Maruti Alto LXi,2011,148000,40000,Petrol,Manual
Maruti Eeco CNG HTR 5-STR,2016,330000,47370,CNG,Manual
Skoda Octavia Ambiente 1.9 TDI MT,2007,110000,120000,Diesel,Manual
Maruti Swift VDI Windsong Limited edition,2015,450000,100000,Diesel,Manual
Chevrolet Captiva LT,2009,260000,80000,Diesel,Manual
Hyundai i10 Sportz,2011,200000,91000,Petrol,Manual
Maruti Alto K10 LXI CNG,2019,430000,20000,CNG,Manual
Mahindra Scorpio SLE BSIII,2013,550000,80000,Diesel,Manual
Maruti Ritz LDi,2013,245000,80000,Diesel,Manual
Maruti Eeco CNG 5 Seater AC BSIV,2016,320000,80000,CNG,Manual
Hyundai Accent GLE CNG,2008,120000,110000,CNG,Manual
Hyundai Elantra CRDi SX,2013,615000,120000,Diesel,Manual
Skoda Superb Elegance 2.0 TDI CR AT,2013,600000,90000,Diesel,Automatic
Volkswagen Passat 1.8 TSI MT,2010,300000,120000,Petrol,Manual
Ford Figo 1.5D Trend MT,2016,400000,45217,Diesel,Manual
Hyundai Creta 1.6 CRDi AT SX Plus,2017,1000000,60000,Diesel,Automatic
Hyundai Sonata 2.4 GDi MT,2012,525000,70000,Petrol,Manual
Fiat Grande Punto 1.3 Emotion (Diesel),2013,300000,133000,Diesel,Manual
Fiat Grande Punto 1.3 Emotion (Diesel),2011,220000,117000,Diesel,Manual
Mahindra XUV500 W8 4WD,2015,850000,173000,Diesel,Manual
Honda City 1.5 V MT,2011,500000,35000,Petrol,Manual
Hyundai Accent GLE,2003,59000,70000,Petrol,Manual
Maruti Alto LX,2011,130000,60000,Petrol,Manual
Volkswagen Polo 1.2 MPI Comfortline,2016,375000,120000,Petrol,Manual
Ford Fiesta 1.4 SXi TDCi,2009,180000,163000,Diesel,Manual
Volkswagen Polo Diesel Trendline 1.2L,2011,220000,222300,Diesel,Manual
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,625000,100000,Diesel,Manual
Maruti Ritz LDi,2013,295000,120000,Diesel,Manual
Maruti Swift VDI BSIV,2011,350000,160000,Diesel,Manual
Tata Sumo MKII Turbo 2.0 LX,2010,235000,90000,Diesel,Manual
Hyundai Sonata 2.4 GDi MT,2012,500000,330000,Petrol,Manual
Maruti Swift VVT VXI,2017,509999,20000,Petrol,Manual
Maruti Alto 800 LXI CNG,2020,370000,16000,CNG,Manual
Hyundai Grand i10 Sportz,2016,370000,30000,Petrol,Manual
Maruti Swift 1.3 VXi,2009,180000,50000,Petrol,Manual
Mahindra Quanto C8,2012,300000,210000,Diesel,Manual
Hyundai i10 Sportz 1.1L,2015,350000,20000,Petrol,Manual
Renault KWID 1.0 RXT Optional,2018,395000,20000,Petrol,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,850000,100000,Diesel,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1150000,40000,Diesel,Manual
Jaguar XF 3.0 Litre S Premium Luxury,2016,3500000,35000,Diesel,Automatic
Volkswagen Vento Diesel Highline,2012,280000,120000,Diesel,Manual
Mahindra TUV 300 T10,2018,775000,50000,Diesel,Manual
Hyundai Verna 1.6 SX,2012,420000,100000,Diesel,Manual
Honda City 1.5 V MT Exclusive,2010,310000,91000,Petrol,Manual
Jeep Compass 2.0 Longitude Option BSIV,2017,1550000,50000,Diesel,Manual
Fiat Linea 1.3 Multijet Active,2015,375000,67000,Diesel,Manual
Hyundai Grand i10 Sportz,2015,500000,40000,Petrol,Manual
Maruti Ritz ZDi,2013,300000,100000,Diesel,Manual
Honda City 2017-2020 GXi,2008,155000,120000,Petrol,Manual
Maruti Swift Dzire LDI,2013,350000,185000,Diesel,Manual
Mahindra XUV500 AT W6 2WD,2016,950000,75000,Diesel,Automatic
Hyundai Grand i10 CRDi Magna,2015,350000,80000,Diesel,Manual
Isuzu D-Max V-Cross Z Prestige,2019,1900000,30000,Diesel,Automatic
Tata Nexon 1.2 Revotron XM,2020,537000,5000,Petrol,Manual
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2019,585000,10000,Petrol,Manual
Hyundai Santro LP - Euro II,2002,56000,60000,Petrol,Manual
Maruti Ertiga VDI,2012,350000,140000,Diesel,Manual
Hyundai Elite i20 Sportz Plus BSIV,2019,700000,19000,Petrol,Manual
Maruti Ertiga SHVS VDI,2017,849000,44600,Diesel,Manual
Volkswagen Polo GT TSI BSIV,2014,574000,28080,Petrol,Automatic
Hyundai i20 Magna 1.2,2014,484999,28800,Petrol,Manual
Renault KWID RXT,2018,360000,21900,Petrol,Manual
Volkswagen Polo GT TSI BSIV,2014,575000,28100,Petrol,Automatic
Honda City i DTEC S,2014,550000,110000,Diesel,Manual
Hyundai i20 Asta 1.4 CRDi,2016,700000,100000,Diesel,Manual
Maruti Swift Dzire AMT VDI,2019,825000,7673,Diesel,Automatic
Maruti Wagon R LXI Minor,2008,114999,100000,Petrol,Manual
Tata Manza Aqua Safire,2009,150000,75000,Petrol,Manual
Maruti Swift Dzire AMT ZDI Plus,2018,851000,50000,Diesel,Automatic
Hyundai Verna 1.4 VTVT,2014,550000,40000,Petrol,Manual
Maruti Ertiga SHVS VDI,2016,890000,40000,Diesel,Manual
Hyundai i20 1.2 Magna,2012,265000,100000,Petrol,Manual
Mahindra Scorpio 1.99 S10,2014,900000,110000,Diesel,Manual
Chevrolet Beat Diesel LS,2013,210000,96272,Diesel,Manual
BMW 3 Series 320d Prestige,2015,1650000,74000,Diesel,Automatic
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2011,750000,168000,Diesel,Manual
Ford Aspire Titanium BSIV,2019,675000,7000,Petrol,Manual
Hyundai i20 Active 1.4 SX with AVN,2017,715000,60000,Diesel,Manual
Tata Indigo CS eVX,2013,227999,60000,Diesel,Manual
Maruti Wagon R VXI BS IV,2015,400000,22500,Petrol,Manual
Maruti Vitara Brezza ZDi AMT,2020,925000,7400,Diesel,Automatic
Maruti Swift Dzire VXi,2011,275000,70000,Petrol,Manual
Maruti Wagon R LXI Minor,2009,175000,67000,Petrol,Manual
Ford Fusion 1.4 TDCi Diesel,2009,155000,110000,Diesel,Manual
Maruti SX4 VDI,2012,325000,175000,Diesel,Manual
Mahindra Scorpio LX BSIV,2014,700000,120000,Diesel,Manual
Tata Indica V2 DiCOR DLG BS-III,2008,50000,120000,Diesel,Manual
Mahindra Scorpio LX,2012,450000,370000,Diesel,Manual
Hyundai Verna 1.6 SX CRDi (O),2014,645000,150360,Diesel,Manual
Tata Tigor 1.05 Revotorq XZ,2017,597000,15000,Diesel,Manual
Renault KWID AMT,2018,400000,30000,Petrol,Automatic
Maruti Swift Vdi BSIII,2009,300000,150000,Diesel,Manual
Maruti Swift VDI BSIV,2015,573000,100000,Diesel,Manual
Maruti Alto K10 LXI,2011,180000,70000,Petrol,Manual
Tata Nano Lx,2011,70000,40000,Petrol,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,500000,154000,Diesel,Manual
Hyundai Accent GLS 1.6 ABS,2004,110000,110000,Petrol,Manual
Maruti Ertiga VDI,2013,450000,120000,Diesel,Manual
Tata Sumo Gold GX,2013,310000,145000,Diesel,Manual
Mahindra KUV 100 D75 K8,2017,400000,30000,Diesel,Manual
Maruti Swift ZDi,2014,390000,90000,Diesel,Manual
Maruti Alto LXi,2011,122000,110000,Petrol,Manual
Mahindra Scorpio 1.99 S4,2016,741000,70000,Diesel,Manual
Hyundai i20 1.4 CRDi Sportz,2012,330000,40000,Diesel,Manual
Mahindra Scorpio SLE BSIV,2010,300000,166000,Diesel,Manual
Hyundai i10 Sportz,2011,215000,100000,Petrol,Manual
Maruti Wagon R LXI Minor,2009,150000,75000,Petrol,Manual
Hyundai EON Era,2013,250000,42130,Petrol,Manual
Maruti Ritz LXI,2010,180000,53000,Petrol,Manual
Maruti Zen LXI,2006,150000,106000,Petrol,Manual
Toyota Corolla DX,2005,275000,96000,Petrol,Manual
Maruti Baleno Sigma,2019,556000,10000,Petrol,Manual
Maruti Swift Dzire VXI Optional,2016,550000,37000,Petrol,Manual
Mahindra XUV500 AT W9 2WD,2018,1500000,20000,Diesel,Automatic
Toyota Etios Liva 1.2 V Dual Tone,2017,549000,35000,Petrol,Manual
Hyundai i20 2015-2017 Asta 1.2,2016,630000,50000,Petrol,Manual
Mahindra Bolero Pik-Up FB 1.7T,2020,679000,5000,Diesel,Manual
Maruti Swift 1.3 ZXI,2011,320000,85000,Petrol,Manual
Hyundai Creta 1.6 CRDi SX,2017,1125000,47000,Diesel,Manual
Maruti Baleno Alpha 1.3,2017,680000,71000,Diesel,Manual
Honda City i-DTEC ZX,2017,1050000,50000,Diesel,Manual
Tata Zest Quadrajet 1.3 XMS,2015,450000,57000,Diesel,Manual
Maruti Wagon R VXI BS IV,2010,210000,43000,Petrol,Manual
Maruti Swift Dzire VDI,2014,470000,60000,Diesel,Manual
Maruti Swift Dzire VXI,2014,470000,60000,Petrol,Manual
Hyundai i20 Asta 1.4 CRDi,2015,550000,40000,Diesel,Manual
Maruti A-Star Vxi,2011,204999,60000,Petrol,Manual
Honda City i VTEC CVT VX,2015,950000,30000,Petrol,Automatic
Hyundai i20 Asta Option 1.4 CRDi,2015,550000,160000,Diesel,Manual
Toyota Innova 2.5 E Diesel PS 7-Seater,2007,270000,147500,Diesel,Manual
Volkswagen Polo Diesel Trendline 1.2L,2013,280000,90000,Diesel,Manual
Maruti Ciaz ZDi Plus SHVS,2015,630000,70000,Diesel,Manual
Honda City 2017-2020 EXi,2007,220000,70000,Petrol,Manual
Mahindra Xylo D4,2014,320000,120000,Diesel,Manual
Hyundai EON Era Plus,2013,225000,75000,Petrol,Manual
Honda City 1.5 V MT,2010,380000,85000,Petrol,Manual
Maruti Swift Dzire VDi,2012,380000,70000,Diesel,Manual
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,600000,29000,Diesel,Manual
Ford Endeavour 2.5L 4X2 MT,2014,620000,40000,Diesel,Manual
Hyundai Verna SX CRDi AT,2012,500000,90000,Diesel,Automatic
Mahindra TUV 300 T8 AMT,2015,700000,40000,Diesel,Automatic
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,550000,138000,Diesel,Manual
Maruti Swift VDI Optional,2016,600000,70000,Diesel,Manual
Volkswagen Ameo 1.0 MPI Comfortline,2019,550000,30000,Petrol,Manual
Hyundai Verna 1.6 CRDI,2013,475000,125000,Diesel,Manual
Honda City i DTEC S,2015,615000,120000,Diesel,Manual
Maruti Swift Dzire LDI,2013,385000,180000,Diesel,Manual
Tata Zest Revotron 1.2T XMS,2015,500000,20000,Petrol,Manual
Renault Duster 85PS Diesel RxL Option,2012,450000,80000,Diesel,Manual
Toyota Innova 2.5 Z Diesel 7 Seater,2014,969999,110000,Diesel,Manual
Hyundai Verna 1.6 SX CRDi (O),2013,580000,80000,Diesel,Manual
Toyota Platinum Etios 1.4 GXD,2017,550000,40000,Diesel,Manual
Honda WR-V i-VTEC S,2018,780000,30000,Petrol,Manual
Ford Fiesta 1.5 TDCi Titanium,2014,500000,80000,Diesel,Manual
Skoda Laura Ambiente 2.0 TDI CR MT,2011,270000,140000,Diesel,Manual
Maruti Alto K10 VXI,2017,335000,25000,Petrol,Manual
Maruti Swift Dzire VDI,2017,755000,20000,Diesel,Manual
Hyundai i20 Active SX Diesel,2016,651000,42323,Diesel,Manual
BMW X1 sDrive20d M Sport,2011,1075000,42545,Diesel,Automatic
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000,32000,Diesel,Manual
Maruti Swift Dzire VDI Optional,2017,589000,41232,Diesel,Manual
Mahindra Bolero B4,2015,445000,40200,Diesel,Manual
Ford Ecosport Sports Diesel,2013,475000,48000,Diesel,Manual
Honda Amaze E Diesel BSIV,2014,465000,27233,Diesel,Manual
Tata Manza Aura Safire,2011,225000,35000,Petrol,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,310000,200000,Diesel,Manual
Tata Sumo EX,2016,445000,63000,Diesel,Manual
Mahindra Bolero B4,2015,445000,62000,Diesel,Manual
Tata New Safari 3L Dicor LX 4x2,2012,450000,68240,Diesel,Manual
Mahindra Scorpio 1.99 S10 4WD,2008,450000,78000,Diesel,Manual
Maruti Swift VDI BSIV,2017,525000,38000,Diesel,Manual
Maruti Wagon R VXI,2010,200000,35000,Petrol,Manual
Maruti Swift Dzire LXI,2018,611000,9000,Petrol,Manual
Hyundai Creta 1.6 CRDi Anniversary Edition,2016,819999,39000,Diesel,Manual
Hyundai Creta 1.4 CRDi S,2016,825000,39000,Diesel,Manual
Ford Ecosport 1.5 Diesel Titanium,2015,599000,92651,Diesel,Manual
Maruti Swift LXi BSIV,2018,490000,28000,Petrol,Manual
Hyundai EON Magna Plus,2017,340000,30000,Petrol,Manual
Mercedes-Benz E-Class E350 Petrol,2009,1000000,80000,Petrol,Automatic
Hyundai Creta 1.6 CRDi SX,2018,1237000,46000,Diesel,Manual
Volkswagen Polo Diesel Highline 1.2L,2013,350000,70000,Diesel,Manual
Maruti 800 Std,2000,31000,56194,Petrol,Manual
Maruti Swift ZXI Plus,2018,695000,40000,Petrol,Manual
Maruti Alto 800 VXI,2015,270000,40000,Petrol,Manual
Maruti Ertiga SHVS VDI,2016,790000,120000,Diesel,Manual
Maruti Swift VDI Optional,2016,590000,120000,Diesel,Manual
Maruti Swift Dzire AMT VXI,2017,635000,120000,Petrol,Automatic
Mahindra Bolero 2011-2019 ZLX,2015,540000,110000,Diesel,Manual
Renault Pulse RxZ,2012,265000,67000,Diesel,Manual
Maruti Swift Dzire ZDI,2014,600000,50000,Diesel,Manual
Hyundai Verna 1.6 CRDI,2012,409999,100000,Diesel,Manual
Toyota Etios GD,2015,525000,80000,Diesel,Manual
Ford Figo Diesel EXI Option,2011,150000,50000,Diesel,Manual
